price,star_rating,price_gbp,rating,in_stock,category_Historical Fiction,category_Mystery,category_Travel,availability_In stock
Â£16.97,Five,-1.2051038781822687,1.4605286723213975,0.0,1.2247448713915892,-0.9819805060619659,-0.34992710611188266,0.0
Â£20.89,Four,-0.9337594856973364,0.7496518849083279,0.0,-0.8164965809277261,1.0183501544346312,-0.34992710611188266,0.0
Â£26.77,One,-0.526742896969938,-1.3829784773308806,0.0,1.2247448713915892,-0.9819805060619659,-0.34992710611188266,0.0
Â£19.21,One,-1.0500499396194503,-1.3829784773308806,0.0,-0.8164965809277261,1.0183501544346312,-0.34992710611188266,0.0
Â£28.32,Five,-0.41945110912513056,1.4605286723213975,0.0,1.2247448713915892,-0.9819805060619659,-0.34992710611188266,0.0
Â£36.95,One,0.17792187739144252,-1.3829784773308806,0.0,1.2247448713915892,-0.9819805060619659,-0.34992710611188266,0.0
Â£54.21,Two,1.3726678504245882,-0.672101689917811,0.0,-0.8164965809277261,1.0183501544346312,-0.34992710611188266,0.0
Â£43.45,Three,0.6278551812567639,0.038775097495258426,0.0,-0.8164965809277261,1.0183501544346312,-0.34992710611188266,0.0
Â£53.98,One,1.3567471335185841,-1.3829784773308806,0.0,-0.8164965809277261,1.0183501544346312,-0.34992710611188266,0.0
Â£25.37,Five,-0.6236516085716994,1.4605286723213975,0.0,-0.8164965809277261,1.0183501544346312,-0.34992710611188266,0.0
Â£56.88,Four,1.557486607550805,0.7496518849083279,0.0,-0.8164965809277261,-0.9819805060619659,2.8577380332470415,0.0
Â£49.53,One,1.0487158716415568,-1.3829784773308806,0.0,1.2247448713915892,-0.9819805060619659,-0.34992710611188266,0.0
Â£15.85,Three,-1.2826308474636778,0.038775097495258426,0.0,-0.8164965809277261,1.0183501544346312,-0.34992710611188266,0.0
Â£20.55,Two,-0.957294458514907,-0.672101689917811,0.0,1.2247448713915892,-0.9819805060619659,-0.34992710611188266,0.0
Â£55.53,Five,1.464038921363392,1.4605286723213975,0.0,1.2247448713915892,-0.9819805060619659,-0.34992710611188266,0.0
Â£48.35,Five,0.9670356718629292,1.4605286723213975,0.0,-0.8164965809277261,1.0183501544346312,-0.34992710611188266,0.0
Â£32.97,Four,-0.09757574559070842,0.7496518849083279,0.0,1.2247448713915892,-0.9819805060619659,-0.34992710611188266,0.0
Â£12.29,Five,-1.5290558569653,1.4605286723213975,0.0,-0.8164965809277261,1.0183501544346312,-0.34992710611188266,0.0
Â£59.48,Three,1.737459929096933,0.038775097495258426,0.0,-0.8164965809277261,1.0183501544346312,-0.34992710611188266,0.0
Â£57.70,Four,1.6142474243461225,0.7496518849083279,0.0,-0.8164965809277261,1.0183501544346312,-0.34992710611188266,0.0
Â£56.50,Four,1.5311828144017552,0.7496518849083279,0.0,-0.8164965809277261,1.0183501544346312,-0.34992710611188266,0.0
Â£45.84,Three,0.7932921960626284,0.038775097495258426,0.0,1.2247448713915892,-0.9819805060619659,-0.34992710611188266,0.0
Â£36.94,Two,0.17722967230857242,-0.672101689917811,0.0,-0.8164965809277261,-0.9819805060619659,2.8577380332470415,0.0
Â£13.92,One,-1.4162264284575348,-1.3829784773308806,0.0,-0.8164965809277261,1.0183501544346312,-0.34992710611188266,0.0
Â£23.21,One,-0.7731679064715601,-1.3829784773308806,0.0,-0.8164965809277261,-0.9819805060619659,2.8577380332470415,0.0
Â£37.34,One,0.20491787562336183,-1.3829784773308806,0.0,1.2247448713915892,-0.9819805060619659,-0.34992710611188266,0.0
Â£30.54,One,-0.26578158072805164,-1.3829784773308806,0.0,-0.8164965809277261,-0.9819805060619659,2.8577380332470415,0.0
Â£25.40,Three,-0.6215749933230904,0.038775097495258426,0.0,-0.8164965809277261,1.0183501544346312,-0.34992710611188266,0.0
Â£20.79,Five,-0.9406815365260337,1.4605286723213975,0.0,1.2247448713915892,-0.9819805060619659,-0.34992710611188266,0.0
Â£27.70,Four,-0.4623678242630536,0.7496518849083279,0.0,1.2247448713915892,-0.9819805060619659,-0.34992710611188266,0.0
Â£44.10,Four,0.672848511643296,0.7496518849083279,0.0,-0.8164965809277261,1.0183501544346312,-0.34992710611188266,0.0
Â£13.71,Three,-1.4307627351977992,0.038775097495258426,0.0,-0.8164965809277261,1.0183501544346312,-0.34992710611188266,0.0
Â£20.30,Three,-0.9745995855866502,0.038775097495258426,0.0,-0.8164965809277261,1.0183501544346312,-0.34992710611188266,0.0
Â£27.26,Two,-0.49282484790932135,-0.672101689917811,0.0,-0.8164965809277261,1.0183501544346312,-0.34992710611188266,0.0
Â£28.08,Four,-0.4360640311140041,0.7496518849083279,0.0,1.2247448713915892,-0.9819805060619659,-0.34992710611188266,0.0
Â£11.84,One,-1.5602050856944378,-1.3829784773308806,0.0,-0.8164965809277261,1.0183501544346312,-0.34992710611188266,0.0
Â£21.07,Five,-0.9212997942056813,1.4605286723213975,0.0,1.2247448713915892,-0.9819805060619659,-0.34992710611188266,0.0
Â£46.83,Two,0.8618204992667308,-0.672101689917811,0.0,1.2247448713915892,-0.9819805060619659,-0.34992710611188266,0.0
Â£47.82,Four,0.9303488024708337,0.7496518849083279,0.0,-0.8164965809277261,1.0183501544346312,-0.34992710611188266,0.0
Â£38.38,Two,0.2769072042418132,-0.672101689917811,0.0,-0.8164965809277261,1.0183501544346312,-0.34992710611188266,0.0
Â£34.56,Three,0.012484862585578137,0.038775097495258426,0.0,1.2247448713915892,-0.9819805060619659,-0.34992710611188266,0.0
Â£25.83,Three,-0.5918101747596923,0.038775097495258426,0.0,1.2247448713915892,-0.9819805060619659,-0.34992710611188266,0.0
Â£24.72,Two,-0.6686449389582317,-0.672101689917811,0.0,-0.8164965809277261,1.0183501544346312,-0.34992710611188266,0.0
Â£52.30,Five,1.2404566795964704,1.4605286723213975,0.0,-0.8164965809277261,1.0183501544346312,-0.34992710611188266,0.0
Â£53.74,One,1.3401342115297112,-1.3829784773308806,0.0,1.2247448713915892,-0.9819805060619659,-0.34992710611188266,0.0
Â£41.32,Five,0.48041549860551225,1.4605286723213975,0.0,1.2247448713915892,-0.9819805060619659,-0.34992710611188266,0.0
Â£49.43,Four,1.0417938208128594,0.7496518849083279,0.0,-0.8164965809277261,-0.9819805060619659,2.8577380332470415,0.0
Â£17.28,Two,-1.1836455206133072,-0.672101689917811,0.0,1.2247448713915892,-0.9819805060619659,-0.34992710611188266,0.0
